jenis_ikan,nama_ikan,tahun,bulan,total_kg,tanggal
Demersal,Kurisi,2024,10,4586,2024-01-10
Pelagis Kecil,Layang,2024,10,29735,2024-01-10
Karang (Reef-Associated),Kerapu,2024,10,2083,2024-01-10
Pelagis Kecil,Kembung Perempuan,2024,10,9526,2024-01-10
Pelagis Kecil,Kembung Lelaki,2024,10,6919,2024-01-10
Demersal,Kuniran/biji nangka,2024,10,7722,2024-01-10
Pelagis Kecil,Layur,2024,10,96679,2024-01-10
Demersal,Selar Bentong,2024,11,12168,2024-01-11
Demersal,Manyung,2024,11,1404,2024-01-11
Demersal,Marlin,2024,11,4648,2024-01-11
Pelagis Besar,Nyunglas,2024,11,4069,2024-01-11
Pelagis Kecil,Pari,2024,11,1014,2024-01-11
Demersal,Pedang,2024,11,1282,2024-01-11
Pelagis Besar,Peperek,2024,11,5376,2024-01-11
Pelagis Kecil,Pinjalo,2024,11,479,2024-01-11
Karang (Reef-Associated),Pisang-pisang,2024,11,3524,2024-01-11
Pelagis Kecil,Sebelah,2024,11,900,2024-01-11
jumlah,,2024,11,540165,2024-01-11
Pelagis Besar,Tenggiri,2024,11,2969,2024-01-11
Pelagis Besar,Tenggiri Papan,2024,11,2111,2024-01-11
Pelagis Besar,Tetengkek,2024,11,1309,2024-01-11
Pelagis Kecil,Tongkol,2024,11,19815,2024-01-11
Pelagis Besar,Tongkol Abu-Abu,2024,11,6245,2024-01-11
Pelagis Besar,Tongkol Banyar,2024,11,12429,2024-01-11
Pelagis Besar,Tongkol Komo,2024,11,21684,2024-01-11
Pelagis Besar,Tongkol Lisong,2024,11,29346,2024-01-11
Pelagis Besar,Tuna Mata Besar,2024,11,658,2024-01-11
Pelagis Besar,Tuna Sirip Kuning,2024,11,53455,2024-01-11
Pelagis Kecil,Lencam,2024,11,1280,2024-01-11
Pelagis Kecil,Swanggi,2024,11,1414,2024-01-11
Pelagis Besar,Lemadang,2024,11,25415,2024-01-11
Pelagis Kecil,Selar Kuning,2024,11,4007,2024-01-11
Pelagis Besar,Layaran,2024,11,2837,2024-01-11
Karang (Reef-Associated),Ayam ayam,2024,11,5921,2024-01-11
Pelagis Besar,Bawal laut,2024,11,2255,2024-01-11
Pelagis Besar,Cakalang,2024,11,107169,2024-01-11
Pelagis Besar,Cendro,2024,11,3577,2024-01-11
Pelagis Kecil,Ekor kuning,2024,11,2819,2024-01-11
Demersal,Gabus Laut,2024,11,1367,2024-01-11
Pelagis Kecil,Layur,2024,11,96144,2024-01-11
Demersal,Golok golok,2024,11,2143,2024-01-11
Demersal,Gulamah/Tigawaja/Samgeh,2024,11,4950,2024-01-11
Karang (Reef-Associated),Kakap,2024,11,1246,2024-01-11
Karang (Reef-Associated),Kakap Batu,2024,11,1195,2024-01-11
Demersal,Gerot Gerot,2024,11,6776,2024-01-11
Karang (Reef-Associated),Kakap Merah,2024,11,1549,2024-01-11
Karang (Reef-Associated),Kakap Jenaha,2024,11,1371,2024-01-11
Karang (Reef-Associated),Kuwe gerong,2024,11,1074,2024-01-11
Karang (Reef-Associated),Kuwe,2024,11,2727,2024-01-11
Pelagis Kecil,Kuro/Senangin/laosan,2024,11,5592,2024-01-11
Demersal,Kurisi,2024,11,4795,2024-01-11
Pelagis Kecil,Layang,2024,11,27826,2024-01-11
Karang (Reef-Associated),Kerapu,2024,11,1871,2024-01-11
Pelagis Kecil,Kembung Perempuan,2024,11,9204,2024-01-11
Pelagis Kecil,Kembung Lelaki,2024,11,6839,2024-01-11
Pelagis Kecil,Kapas kapas/Bagas,2024,11,14348,2024-01-11
Demersal,Kuniran/biji nangka,2024,11,7569,2024-01-11
Pelagis Kecil,Lencam,2024,12,1270,2024-01-12
Demersal,Manyung,2024,12,1391,2024-01-12
Demersal,Marlin,2024,12,4488,2024-01-12
Pelagis Besar,Nyunglas,2024,12,3989,2024-01-12
Pelagis Kecil,Pari,2024,12,1000,2024-01-12
Demersal,Pedang,2024,12,1251,2024-01-12
Pelagis Besar,Peperek,2024,12,5310,2024-01-12
Pelagis Kecil,Pinjalo,2024,12,473,2024-01-12
Karang (Reef-Associated),Pisang-pisang,2024,12,3508,2024-01-12
Pelagis Kecil,Sebelah,2024,12,895,2024-01-12
Pelagis Besar,Tuna Mata Besar,2024,12,603,2024-01-12
Pelagis Kecil,Selar Kuning,2024,12,3883,2024-01-12
Pelagis Kecil,Swanggi,2024,12,1377,2024-01-12
Pelagis Besar,Tenggiri,2024,12,2933,2024-01-12
Pelagis Besar,Tenggiri Papan,2024,12,1945,2024-01-12
Pelagis Besar,Tetengkek,2024,12,1286,2024-01-12
Pelagis Kecil,Tongkol,2024,12,19511,2024-01-12
Pelagis Besar,Tongkol Abu-Abu,2024,12,6207,2024-01-12
Pelagis Besar,Tongkol Banyar,2024,12,12364,2024-01-12
Pelagis Besar,Tongkol Komo,2024,12,21309,2024-01-12
Pelagis Besar,Tongkol Lisong,2024,12,29193,2024-01-12
Pelagis Besar,Lemadang,2024,12,25045,2024-01-12
Demersal,Selar Bentong,2024,12,12053,2024-01-12
Pelagis Kecil,Layur,2024,12,95550,2024-01-12
Karang (Reef-Associated),Kakap Merah,2024,12,1523,2024-01-12
Pelagis Kecil,Layang,2024,12,23593,2024-01-12
Pelagis Besar,Tuna Sirip Kuning,2024,12,49037,2024-01-12
Karang (Reef-Associated),Ayam ayam,2024,12,5774,2024-01-12
Pelagis Besar,Bawal laut,2024,12,2238,2024-01-12
Pelagis Besar,Cakalang,2024,12,105930,2024-01-12
Pelagis Besar,Cendro,2024,12,3527,2024-01-12
Pelagis Kecil,Ekor kuning,2024,12,2784,2024-01-12
Demersal,Gabus Laut,2024,12,1336,2024-01-12
Demersal,Gerot Gerot,2024,12,6747,2024-01-12
Demersal,Golok golok,2024,12,2069,2024-01-12
Demersal,Gulamah/Tigawaja/Samgeh,2024,12,4888,2024-01-12
Pelagis Besar,Layaran,2024,12,2763,2024-01-12
Karang (Reef-Associated),Kakap,2024,12,1143,2024-01-12
Karang (Reef-Associated),Kakap Jenaha,2024,12,1365,2024-01-12
Pelagis Kecil,Kapas kapas/Bagas,2024,12,14273,2024-01-12
Pelagis Kecil,Kembung Lelaki,2024,12,6788,2024-01-12
Pelagis Kecil,Kembung Perempuan,2024,12,9084,2024-01-12
Karang (Reef-Associated),Kerapu,2024,12,1857,2024-01-12
Demersal,Kuniran/biji nangka,2024,12,7524,2024-01-12
Demersal,Kurisi,2024,12,4763,2024-01-12
Pelagis Kecil,Kuro/Senangin/laosan,2024,12,5538,2024-01-12
Karang (Reef-Associated),Kuwe,2024,12,2654,2024-01-12
Karang (Reef-Associated),Kuwe gerong,2024,12,1044,2024-01-12
Karang (Reef-Associated),Kakap Batu,2024,12,1199,2024-01-12
jumlah,,2024,12,526275,2024-01-12
